Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
16.09.2015;17:00;18:00;65.939,25;48.844,75;14,75
16.09.2015;18:00;19:00;65.780,5;50.848,75;135,5
16.09.2015;19:00;20:00;66.320;51.313,75;192,75
16.09.2015;20:00;21:00;64.628,5;48.220,25;338,5
16.09.2015;21:00;22:00;60.811;42.856,75;472,75
16.09.2015;22:00;23:00;56.222;36.808,25;876
16.09.2015;23:00;00:00;51.793;31.688,5;626,75
17.09.2015;00:00;01:00;48.718,25;29.921,25;835,75
17.09.2015;01:00;02:00;46.629,25;27.740,25;1.462,75
17.09.2015;02:00;03:00;45.471,5;25.800;1.844,75
17.09.2015;03:00;04:00;45.425,5;25.520,5;1.475,75
17.09.2015;04:00;05:00;46.825,5;26.810;1.259
17.09.2015;05:00;06:00;51.163;31.194,25;1.163,5
17.09.2015;06:00;07:00;60.211,75;40.286,25;201,25
17.09.2015;07:00;08:00;65.266,75;44.343,5;104,75
17.09.2015;08:00;09:00;68.001,25;44.719,25;11,5
17.09.2015;09:00;10:00;69.114,5;43.907,25;12,25
17.09.2015;10:00;11:00;70.525,5;43.058,75;108,5
17.09.2015;11:00;12:00;71.846;41.613,75;225,25
17.09.2015;12:00;13:00;71.100,75;40.123,5;263,5
17.09.2015;13:00;14:00;70.271,25;40.933,5;577,75
17.09.2015;14:00;15:00;68.394,5;41.984,75;215,25
17.09.2015;15:00;16:00;66.923,75;43.615,25;115,75
17.09.2015;16:00;17:00;65.301,75;44.225,25;85,5
17.09.2015;17:00;18:00;64.909,25;45.288,25;578,25
17.09.2015;18:00;19:00;65.120,75;46.770,75;720,5
17.09.2015;19:00;20:00;66.134,75;48.037,5;287,5
17.09.2015;20:00;21:00;64.477,75;47.043,75;257,75
17.09.2015;21:00;22:00;60.187;42.709,5;745,5
17.09.2015;22:00;23:00;55.574,25;38.004,5;710,5
17.09.2015;23:00;00:00;50.874,5;33.609,5;1.163,25
18.09.2015;00:00;01:00;47.838,25;31.716,5;1.454,5
18.09.2015;01:00;02:00;45.605,5;31.070,75;1.845,75
18.09.2015;02:00;03:00;44.693;31.298;1.907,25
18.09.2015;03:00;04:00;44.830,25;31.894,75;2.076,25
18.09.2015;04:00;05:00;45.965;34.065,25;1.969,75
18.09.2015;05:00;06:00;49.955,75;38.503,75;1.815,75
18.09.2015;06:00;07:00;58.837,25;47.618,75;391
18.09.2015;07:00;08:00;63.987,75;52.677;314,75
18.09.2015;08:00;09:00;66.431,75;53.404,5;330,25
18.09.2015;09:00;10:00;67.068;50.800,75;519
18.09.2015;10:00;11:00;68.300,75;48.880,75;352,75
18.09.2015;11:00;12:00;68.994,5;47.177;231,25
18.09.2015;12:00;13:00;68.052,25;44.557,75;181
18.09.2015;13:00;14:00;66.432,75;43.397,5;256
18.09.2015;14:00;15:00;64.474,5;44.074,75;379,25
18.09.2015;15:00;16:00;63.112,5;45.337,25;370,5
18.09.2015;16:00;17:00;62.122,5;48.157,5;358,5
18.09.2015;17:00;18:00;61.461;52.151,75;496,75
18.09.2015;18:00;19:00;61.255,25;56.397,5;169,75
18.09.2015;19:00;20:00;62.053,25;58.674,25;135
18.09.2015;20:00;21:00;61.202,5;56.992,25;363,5
18.09.2015;21:00;22:00;56.799,5;51.520,25;963,25
18.09.2015;22:00;23:00;52.667;47.160;454,75
18.09.2015;23:00;00:00;48.629,75;42.867,25;954,5
19.09.2015;00:00;01:00;45.061,75;39.022,25;1.055,75
19.09.2015;01:00;02:00;43.357,25;37.438,25;2.367,75
19.09.2015;02:00;03:00;42.206,25;36.730,25;1.668
19.09.2015;03:00;04:00;41.815,25;36.605,25;2.430,25
19.09.2015;04:00;05:00;42.089;37.499,5;2.556
19.09.2015;05:00;06:00;42.939,5;38.772,5;1.799
19.09.2015;06:00;07:00;45.083,5;41.434,5;689
19.09.2015;07:00;08:00;47.776,25;43.669,25;208,75
19.09.2015;08:00;09:00;51.818;44.982,25;90
19.09.2015;09:00;10:00;54.746,5;44.833,25;21,25
19.09.2015;10:00;11:00;56.257,75;43.377,5;121,75
19.09.2015;11:00;12:00;57.342,75;41.729,75;47,25
19.09.2015;12:00;13:00;56.603,25;39.639,5;47,75
19.09.2015;13:00;14:00;54.733;37.650,75;187,5
19.09.2015;14:00;15:00;52.777,5;37.026,25;755,75
19.09.2015;15:00;16:00;51.796,75;37.647,25;850,75
19.09.2015;16:00;17:00;50.974;39.141,25;560
19.09.2015;17:00;18:00;51.409,25;43.216,5;320,75
19.09.2015;18:00;19:00;52.097,25;47.444,5;245,25
19.09.2015;19:00;20:00;53.238;50.074,75;12
19.09.2015;20:00;21:00;52.548,25;48.953;55
19.09.2015;21:00;22:00;49.296,75;45.173,75;316,75
19.09.2015;22:00;23:00;46.778;42.159;418
19.09.2015;23:00;00:00;43.584,5;38.748,25;532,25
20.09.2015;00:00;01:00;40.460;35.612,25;243
20.09.2015;01:00;02:00;38.336,75;33.354;763
20.09.2015;02:00;03:00;37.423,25;32.265,5;1.829,5
20.09.2015;03:00;04:00;36.990,25;31.545,5;2.398,75
20.09.2015;04:00;05:00;37.099,75;31.146,75;2.855,25
20.09.2015;05:00;06:00;37.744;31.503,25;2.973,75
20.09.2015;06:00;07:00;38.867,5;32.290,75;1.683,75
20.09.2015;07:00;08:00;40.148,75;32.828,75;1.350,75
20.09.2015;08:00;09:00;43.614,75;34.796;730,75
20.09.2015;09:00;10:00;47.037,5;35.611;404,25
20.09.2015;10:00;11:00;49.616;34.347,25;626
20.09.2015;11:00;12:00;52.341,5;32.913,25;880,75
20.09.2015;12:00;13:00;52.486,75;30.433,25;985,5
20.09.2015;13:00;14:00;50.292,25;28.419,75;1.005,75
20.09.2015;14:00;15:00;48.557,75;26.910,75;2.131
20.09.2015;15:00;16:00;47.659,25;26.949,75;2.798,25
20.09.2015;16:00;17:00;47.189,25;29.594;2.181,25
20.09.2015;17:00;18:00;48.544,75;35.320;547
20.09.2015;18:00;19:00;50.371,5;42.388,25;151,5
20.09.2015;19:00;20:00;51.973,25;45.846,5;211
20.09.2015;20:00;21:00;52.070,5;45.700;347,5
20.09.2015;21:00;22:00;49.610,25;43.188,75;306,25
20.09.2015;22:00;23:00;47.927,75;41.896;186
20.09.2015;23:00;00:00;44.596,5;38.903;507,75
21.09.2015;00:00;01:00;42.052,75;36.592,75;1.270,5
21.09.2015;01:00;02:00;40.556,75;35.579,75;1.580,75
21.09.2015;02:00;03:00;39.818,25;35.351;2.500,25
21.09.2015;03:00;04:00;40.546,5;36.376,75;2.536,25
21.09.2015;04:00;05:00;42.486,5;38.582;1.445,75
21.09.2015;05:00;06:00;47.307;43.516,25;914
21.09.2015;06:00;07:00;57.453,5;53.853,5;70
21.09.2015;07:00;08:00;63.578,75;59.462,5;92
21.09.2015;08:00;09:00;66.010,75;58.839,5;183,75
21.09.2015;09:00;10:00;66.741;55.096,75;301,5
21.09.2015;10:00;11:00;68.057;51.822;312,25
21.09.2015;11:00;12:00;68.822,75;48.709,5;292,5
21.09.2015;12:00;13:00;68.048,5;45.939,25;355,5
21.09.2015;13:00;14:00;67.427,75;45.552,75;200,5
21.09.2015;14:00;15:00;66.336,75;46.256;148,25
21.09.2015;15:00;16:00;64.761;47.684;131,25
21.09.2015;16:00;17:00;62.882,5;49.750,75;116,5
21.09.2015;17:00;18:00;62.515,5;54.389,5;80
21.09.2015;18:00;19:00;63.174;59.275;9,25
21.09.2015;19:00;20:00;65.252,75;62.383;160,5
21.09.2015;20:00;21:00;63.600,25;59.562,5;348,5
21.09.2015;21:00;22:00;59.089,5;53.597,25;473
21.09.2015;22:00;23:00;54.282,25;47.440;358
21.09.2015;23:00;00:00;49.946,25;42.112;957,25
22.09.2015;00:00;01:00;46.883,25;38.259,75;1.928
22.09.2015;01:00;02:00;45.154;36.201,75;2.284,25
22.09.2015;02:00;03:00;44.587,5;35.453,75;2.449
22.09.2015;03:00;04:00;44.726,25;35.247;3.373,25
22.09.2015;04:00;05:00;45.923,5;36.054;2.853,5
22.09.2015;05:00;06:00;50.220;39.792,25;2.965,25
22.09.2015;06:00;07:00;59.193,75;48.532,25;588,5
22.09.2015;07:00;08:00;64.322,5;52.765;366,75
22.09.2015;08:00;09:00;66.990,5;53.837,75;166,75
22.09.2015;09:00;10:00;67.565;52.759,75;4
22.09.2015;10:00;11:00;68.561;52.502,25;3,75
22.09.2015;11:00;12:00;70.190,25;52.870;4
22.09.2015;12:00;13:00;69.592,25;52.524,25;25,25
22.09.2015;13:00;14:00;68.818;53.216;45,5
22.09.2015;14:00;15:00;67.646,5;53.856,25;57
22.09.2015;15:00;16:00;66.183;54.567,75;9,5
22.09.2015;16:00;17:00;64.882,25;55.196;15,75
22.09.2015;17:00;18:00;64.518,75;56.900;81
22.09.2015;18:00;19:00;64.479,75;58.909;29,25
22.09.2015;19:00;20:00;65.977,5;61.030,75;82
22.09.2015;20:00;21:00;64.044;59.058,75;131,75
22.09.2015;21:00;22:00;59.494;54.197,75;298
22.09.2015;22:00;23:00;55.163,5;49.900;284
22.09.2015;23:00;00:00;50.491;45.769,25;1.292,25
23.09.2015;00:00;01:00;47.168,25;42.595,5;2.286,25
23.09.2015;01:00;02:00;45.322,75;40.901,5;2.441,75
23.09.2015;02:00;03:00;44.313,25;39.858,25;3.490,25
23.09.2015;03:00;04:00;44.391,75;40.191,75;3.375,25
23.09.2015;04:00;05:00;45.873,75;41.857,25;3.085,25
23.09.2015;05:00;06:00;49.874,5;45.950,75;1.884
23.09.2015;06:00;07:00;58.773,75;54.771,75;1.299,25
23.09.2015;07:00;08:00;64.835,25;60.954,5;400,25
23.09.2015;08:00;09:00;67.596,75;62.885,75;255,75
23.09.2015;09:00;10:00;68.458,75;62.626,5;82,5
23.09.2015;10:00;11:00;69.763,25;62.281,75;25,75
23.09.2015;11:00;12:00;70.390,5;61.162,5;93
23.09.2015;12:00;13:00;69.246;58.389,5;267,75
23.09.2015;13:00;14:00;68.478,75;56.493,75;335,75
23.09.2015;14:00;15:00;67.155,5;54.659,5;824
23.09.2015;15:00;16:00;65.738,5;54.595,75;389,5
23.09.2015;16:00;17:00;63.685,25;55.068,5;123,75
23.09.2015;17:00;18:00;63.670,5;57.681;47
23.09.2015;18:00;19:00;64.187,25;60.976,5;50,75
23.09.2015;19:00;20:00;66.146,75;63.756,75;45,5
23.09.2015;20:00;21:00;64.176;61.458,5;229,5
23.09.2015;21:00;22:00;59.359,75;55.967,25;653,5
23.09.2015;22:00;23:00;55.250,25;51.189;706,25
23.09.2015;23:00;00:00;50.690;46.078,75;1.985,75
24.09.2015;00:00;01:00;47.592,5;42.595,75;2.220,75
24.09.2015;01:00;02:00;45.622,25;40.326,5;2.032,75
24.09.2015;02:00;03:00;44.639,75;39.048;2.632,25
24.09.2015;03:00;04:00;45.129,75;39.052;3.451
24.09.2015;04:00;05:00;46.664,5;40.296;2.347
24.09.2015;05:00;06:00;50.621,25;44.048,75;1.527,75
24.09.2015;06:00;07:00;59.484,5;52.324;357,25
24.09.2015;07:00;08:00;64.747,75;56.609,25;107
24.09.2015;08:00;09:00;66.993,5;55.969,5;34,75
24.09.2015;09:00;10:00;67.381,5;52.795,25;80,25
24.09.2015;10:00;11:00;68.717;49.876,25;118,25
24.09.2015;11:00;12:00;70.025,25;48.091,5;145,25
24.09.2015;12:00;13:00;68.970;45.514,75;923
24.09.2015;13:00;14:00;67.635;43.386;1.516,75
24.09.2015;14:00;15:00;66.475,5;42.479,75;1.789,25
24.09.2015;15:00;16:00;65.782,75;43.808,5;685,25
24.09.2015;16:00;17:00;64.107,5;45.923;411,5
24.09.2015;17:00;18:00;63.636,5;50.027,25;390
24.09.2015;18:00;19:00;63.683,75;54.151,75;90
24.09.2015;19:00;20:00;65.745,75;57.293,75;105,5
24.09.2015;20:00;21:00;63.955,5;55.261,5;175
24.09.2015;21:00;22:00;59.702,5;51.179,5;231,75
24.09.2015;22:00;23:00;55.563,75;47.684,75;282
24.09.2015;23:00;00:00;51.070,25;43.934,25;1.576,25
25.09.2015;00:00;01:00;47.782,5;41.039,25;1.931,25
25.09.2015;01:00;02:00;45.815,75;39.385;1.886,25
25.09.2015;02:00;03:00;44.745,5;38.535,75;2.108,75
25.09.2015;03:00;04:00;45.098,5;39.561;2.081,5
25.09.2015;04:00;05:00;46.399,5;41.549;2.095,75
25.09.2015;05:00;06:00;50.306;45.701;1.436,25
25.09.2015;06:00;07:00;59.305;55.086,25;16,5
25.09.2015;07:00;08:00;64.575,25;60.304,25;29,25
25.09.2015;08:00;09:00;66.940;60.734,5;20,5
25.09.2015;09:00;10:00;67.455,25;57.561,5;217,75
25.09.2015;10:00;11:00;68.658,25;54.227,25;209,5
25.09.2015;11:00;12:00;69.210,5;51.142;415,25
25.09.2015;12:00;13:00;68.614,25;48.860,5;247,75
25.09.2015;13:00;14:00;67.167,5;48.453,75;236,25
25.09.2015;14:00;15:00;64.983,25;48.631;186,5
25.09.2015;15:00;16:00;63.476,5;50.144;158,5
25.09.2015;16:00;17:00;62.412,75;52.171;153,5
25.09.2015;17:00;18:00;61.934,75;55.534,25;41,75
25.09.2015;18:00;19:00;61.902;58.751,75;111,5
25.09.2015;19:00;20:00;63.958,5;61.783,75;2
25.09.2015;20:00;21:00;61.847;59.775;71,5
25.09.2015;21:00;22:00;57.479,75;55.405,75;201
25.09.2015;22:00;23:00;53.813;51.644,75;98,25
25.09.2015;23:00;00:00;49.576;47.264;604,5
26.09.2015;00:00;01:00;46.063,5;43.724,25;863,25
26.09.2015;01:00;02:00;44.003,75;41.662;1.042,75
26.09.2015;02:00;03:00;42.762;40.463;1.156,5
26.09.2015;03:00;04:00;42.286,25;40.021,25;2.060,5
26.09.2015;04:00;05:00;42.707,25;40.307,75;2.698,75
26.09.2015;05:00;06:00;43.570,25;41.243,25;2.084,5
26.09.2015;06:00;07:00;46.140,5;43.914,25;769,75
26.09.2015;07:00;08:00;49.197,75;46.720;61
26.09.2015;08:00;09:00;52.863;48.474;100,5
26.09.2015;09:00;10:00;55.624,75;48.029,75;250
26.09.2015;10:00;11:00;57.443,5;45.784,5;561,75
26.09.2015;11:00;12:00;58.172,75;42.837,5;408,25
26.09.2015;12:00;13:00;57.681;40.434,75;542,5
26.09.2015;13:00;14:00;55.881,25;39.502,5;1.161
26.09.2015;14:00;15:00;53.803,75;39.534,5;1.178
26.09.2015;15:00;16:00;52.715,25;40.615;753
26.09.2015;16:00;17:00;52.409,25;42.799;526,5
26.09.2015;17:00;18:00;52.884,5;46.181;275
26.09.2015;18:00;19:00;53.764,5;49.921,75;135,75
26.09.2015;19:00;20:00;55.601,75;52.035,75;16
26.09.2015;20:00;21:00;53.795,75;49.617,5;469,5
26.09.2015;21:00;22:00;50.557,5;46.065,25;408
26.09.2015;22:00;23:00;48.192,5;43.511,25;474,75
26.09.2015;23:00;00:00;44.797,5;40.275,5;519,25
27.09.2015;00:00;01:00;41.592,25;37.272,75;595,75
27.09.2015;01:00;02:00;39.510;35.468,75;895,5
27.09.2015;02:00;03:00;38.252;34.425,5;751,75
27.09.2015;03:00;04:00;37.753,75;34.052,5;655,25
27.09.2015;04:00;05:00;37.980,5;34.335,25;722
27.09.2015;05:00;06:00;38.533,25;34.816,25;666,75
27.09.2015;06:00;07:00;39.516,75;35.631,75;503,5
27.09.2015;07:00;08:00;39.999,25;35.555,5;409
27.09.2015;08:00;09:00;39.986,25;32.575,75;399,75
27.09.2015;09:00;10:00;44.294,75;32.277;643
27.09.2015;10:00;11:00;50.415;33.092;1.944,75
27.09.2015;11:00;12:00;52.397,75;30.588,5;2.057,25
27.09.2015;12:00;13:00;52.348,25;29.603;1.431,25
27.09.2015;13:00;14:00;50.128,25;29.196;1.878,75
27.09.2015;14:00;15:00;48.004;28.847,75;3.399,75
27.09.2015;15:00;16:00;47.098;30.286,25;2.999,25
27.09.2015;16:00;17:00;46.837;33.098,25;2.208,5
27.09.2015;17:00;18:00;48.414;39.080,25;602,25
27.09.2015;18:00;19:00;50.674;45.667;51,75
27.09.2015;19:00;20:00;53.388,75;49.206,25;47,5
27.09.2015;20:00;21:00;52.886;48.022;45,25
27.09.2015;21:00;22:00;50.482,5;45.281,75;189,75
27.09.2015;22:00;23:00;49.068,25;44.050,25;172
27.09.2015;23:00;00:00;45.550,5;40.788,25;837,75
28.09.2015;00:00;01:00;42.993,25;38.618,25;2.080,5
28.09.2015;01:00;02:00;41.472,75;37.680,25;2.428,5
28.09.2015;02:00;03:00;40.862;37.593,75;1.877,5
28.09.2015;03:00;04:00;41.471,25;38.612;2.532,25
28.09.2015;04:00;05:00;43.629,75;40.874,75;2.660
28.09.2015;05:00;06:00;48.564,5;45.790,25;1.135,25
28.09.2015;06:00;07:00;58.211;55.353;134,75
28.09.2015;07:00;08:00;63.826,25;60.546,5;4,5
28.09.2015;08:00;09:00;66.750,75;60.457,5;5,75
28.09.2015;09:00;10:00;67.995;57.179,5;79,75
28.09.2015;10:00;11:00;68.953,5;53.400,25;67
28.09.2015;11:00;12:00;69.574,25;50.058,75;300,5
28.09.2015;12:00;13:00;68.748,25;47.527;326,75
28.09.2015;13:00;14:00;68.077;47.862;655,25
28.09.2015;14:00;15:00;66.209,25;47.365,75;805,75
28.09.2015;15:00;16:00;64.697,5;47.726,5;884,5
28.09.2015;16:00;17:00;62.941,75;49.213,5;592,25
28.09.2015;17:00;18:00;62.726,75;53.433,25;231,75
28.09.2015;18:00;19:00;63.562,75;58.607,25;25,75
28.09.2015;19:00;20:00;66.238,25;61.374;20
28.09.2015;20:00;21:00;64.102;57.717,75;277,25
28.09.2015;21:00;22:00;59.692;52.393,75;826,75
28.09.2015;22:00;23:00;55.116,75;47.547,5;915,25
28.09.2015;23:00;00:00;50.831;43.641;982,5
29.09.2015;00:00;01:00;47.793,25;41.052,5;1.670,75
29.09.2015;01:00;02:00;45.990,25;39.766,25;2.069,25
29.09.2015;02:00;03:00;44.962,5;39.319;2.588,25
29.09.2015;03:00;04:00;45.387,25;39.979,75;3.058,5
29.09.2015;04:00;05:00;46.875,5;41.469,25;2.180,5
29.09.2015;05:00;06:00;50.759,75;45.075,75;1.498,5
29.09.2015;06:00;07:00;60.039;54.150,5;424,5
29.09.2015;07:00;08:00;65.486,25;59.135,25;13,25
29.09.2015;08:00;09:00;67.567,25;57.537,5;15,25
29.09.2015;09:00;10:00;68.103,75;53.307,5;442,5
29.09.2015;10:00;11:00;68.787;48.435,5;616,25
29.09.2015;11:00;12:00;69.881,5;44.384;1.029,5
29.09.2015;12:00;13:00;69.393;42.519;662
29.09.2015;13:00;14:00;68.166,75;41.866,5;749,25
29.09.2015;14:00;15:00;66.962,25;42.280,75;1.241,5
29.09.2015;15:00;16:00;65.820,25;43.573,75;651,25
29.09.2015;16:00;17:00;64.160,25;45.665;307,5
29.09.2015;17:00;18:00;63.528,5;50.425,5;110
29.09.2015;18:00;19:00;64.283,75;56.316;13,75
29.09.2015;19:00;20:00;67.332,75;59.611,5;13,5
29.09.2015;20:00;21:00;65.177,5;55.543,75;117
29.09.2015;21:00;22:00;61.040,75;50.120,25;390,5
29.09.2015;22:00;23:00;56.672;45.866,25;627,75
29.09.2015;23:00;00:00;51.884;41.738,5;1.199
30.09.2015;00:00;01:00;48.498;39.004;1.705,5
30.09.2015;01:00;02:00;46.448,5;37.610,5;2.130
30.09.2015;02:00;03:00;45.360;37.383,25;2.666
30.09.2015;03:00;04:00;45.691,5;38.511,75;2.523,25
30.09.2015;04:00;05:00;47.215,75;40.544;1.742,5
30.09.2015;05:00;06:00;51.176,5;44.797;1.079,25
30.09.2015;06:00;07:00;60.200;54.111;140,25
30.09.2015;07:00;08:00;65.403,5;59.158,5;5,25
30.09.2015;08:00;09:00;67.561,5;57.772,5;3,25
30.09.2015;09:00;10:00;68.042,5;53.098,5;30
30.09.2015;10:00;11:00;68.626,75;47.983,25;149,75
30.09.2015;11:00;12:00;69.350,5;43.551,25;692,5
30.09.2015;12:00;13:00;68.161,75;39.635,5;1.385,75
30.09.2015;13:00;14:00;67.228,5;38.941,75;981
30.09.2015;14:00;15:00;65.953,75;39.371,5;471,5
30.09.2015;15:00;16:00;64.498,25;41.173;190,25
30.09.2015;16:00;17:00;63.019,5;44.521;114,75
30.09.2015;17:00;18:00;62.665;50.650,25;38,5
30.09.2015;18:00;19:00;63.756,25;57.031,75;3,25
30.09.2015;19:00;20:00;66.802,75;60.491,25;70,5
30.09.2015;20:00;21:00;64.836,5;57.764,75;144
30.09.2015;21:00;22:00;60.647,25;53.238,75;208
30.09.2015;22:00;23:00;56.465;49.214,5;412,75
30.09.2015;23:00;00:00;51.591,5;44.742,5;1.876,25
01.10.2015;00:00;01:00;48.064,25;41.807,5;2.123,75
01.10.2015;01:00;02:00;46.232,25;40.642,25;2.272,75
01.10.2015;02:00;03:00;45.307,75;40.225;2.522,5
01.10.2015;03:00;04:00;45.777;41.065;2.871
01.10.2015;04:00;05:00;47.141,5;42.448;2.615,25
01.10.2015;05:00;06:00;51.144,75;46.351,75;1.349,25
01.10.2015;06:00;07:00;60.029;55.022,5;364,75
01.10.2015;07:00;08:00;65.258,5;59.748;1,75
01.10.2015;08:00;09:00;66.596;57.040;159,25
01.10.2015;09:00;10:00;65.861,75;50.329,75;261,5
01.10.2015;10:00;11:00;66.027;44.737,75;146
01.10.2015;11:00;12:00;66.475,75;40.264,25;539
01.10.2015;12:00;13:00;65.247,5;36.047,75;1.596
01.10.2015;13:00;14:00;64.471,5;34.588;1.289,5
01.10.2015;14:00;15:00;63.447,75;35.460,75;1.709,25
01.10.2015;15:00;16:00;62.037;38.175,75;1.285,25
01.10.2015;16:00;17:00;60.701,25;42.889,5;303,25
01.10.2015;17:00;18:00;61.050,75;50.710,75;109,5
01.10.2015;18:00;19:00;62.744;58.298,75;21,5
01.10.2015;19:00;20:00;66.305,25;62.610;48,75
01.10.2015;20:00;21:00;64.493,25;60.315;30,25
01.10.2015;21:00;22:00;60.233,75;55.996,75;95,5
01.10.2015;22:00;23:00;55.701,25;51.767,5;154,5
01.10.2015;23:00;00:00;51.184,75;47.646;669,5
02.10.2015;00:00;01:00;48.176,75;44.793,75;1.273,25
02.10.2015;01:00;02:00;46.413;43.161,25;1.772,75
02.10.2015;02:00;03:00;45.242,75;42.005,75;2.922,25
02.10.2015;03:00;04:00;45.790,75;42.546,25;2.654
02.10.2015;04:00;05:00;47.222,5;43.994;2.045
02.10.2015;05:00;06:00;51.162,75;47.925,5;999,25
02.10.2015;06:00;07:00;59.996,25;56.819;204
02.10.2015;07:00;08:00;64.995,5;61.410;12,75
02.10.2015;08:00;09:00;66.377,25;58.871,5;4,25
02.10.2015;09:00;10:00;65.940,5;52.567,5;58,5
02.10.2015;10:00;11:00;66.172;47.585;108,5
02.10.2015;11:00;12:00;66.090,25;43.588,75;343,25
02.10.2015;12:00;13:00;64.676,5;39.595,25;1.148,75
02.10.2015;13:00;14:00;63.389;37.762,75;1.456,25
02.10.2015;14:00;15:00;61.812,5;38.360,75;1.514,5
02.10.2015;15:00;16:00;60.279;40.528,5;497,5
02.10.2015;16:00;17:00;59.317;44.138,25;338,75
02.10.2015;17:00;18:00;59.977,75;51.513,25;108,25
02.10.2015;18:00;19:00;60.796,25;57.118,5;8,75
02.10.2015;19:00;20:00;63.662;59.430;34,75
02.10.2015;20:00;21:00;61.424,75;56.069,25;186,25
02.10.2015;21:00;22:00;56.868,75;50.878,5;929,5
02.10.2015;22:00;23:00;52.778,75;46.428,25;621,75
02.10.2015;23:00;00:00;48.542,75;42.291,5;604,75
03.10.2015;00:00;01:00;45.100,25;39.445,75;620,75
03.10.2015;01:00;02:00;42.872;37.746;703,75
03.10.2015;02:00;03:00;41.591,25;37.011,75;774
03.10.2015;03:00;04:00;41.202,75;37.036,75;830
03.10.2015;04:00;05:00;41.189;37.372,75;936,5
03.10.2015;05:00;06:00;40.999,5;37.649,75;896,5
03.10.2015;06:00;07:00;41.406,5;38.262,5;666,25
03.10.2015;07:00;08:00;43.270,25;39.831,75;273,5
03.10.2015;08:00;09:00;45.681;39.098,25;243,75
03.10.2015;09:00;10:00;47.685,5;36.165,25;414,75
03.10.2015;10:00;11:00;49.353,75;33.126,25;638,25
03.10.2015;11:00;12:00;50.454,25;30.653,5;1.143
03.10.2015;12:00;13:00;49.803,75;27.915,75;1.692,5
03.10.2015;13:00;14:00;47.800;25.624,75;2.105,5
03.10.2015;14:00;15:00;46.300,5;26.613,75;1.525,75
03.10.2015;15:00;16:00;45.732,75;29.587,25;959,5
03.10.2015;16:00;17:00;45.768,75;34.456,5;460
03.10.2015;17:00;18:00;47.561,75;41.301,5;155,75
03.10.2015;18:00;19:00;49.616,5;46.997,5;17,75
03.10.2015;19:00;20:00;52.360,75;49.926,5;81,25
03.10.2015;20:00;21:00;50.735,25;48.133;101,75
03.10.2015;21:00;22:00;48.087;45.709;118,25
03.10.2015;22:00;23:00;46.271;44.141,25;104,25
03.10.2015;23:00;00:00;43.097,75;41.044;195,75
04.10.2015;00:00;01:00;40.237,5;38.241,25;616,25
04.10.2015;01:00;02:00;38.259,5;36.328,75;1.273,25
04.10.2015;02:00;03:00;37.129,75;35.049,75;920,5
04.10.2015;03:00;04:00;36.942,75;34.656,25;1.934
04.10.2015;04:00;05:00;37.315,75;34.904;1.291,25
04.10.2015;05:00;06:00;37.830,25;35.232;989,5
04.10.2015;06:00;07:00;38.688,25;35.623,25;1.266
04.10.2015;07:00;08:00;40.504,25;36.883;1.114,75
04.10.2015;08:00;09:00;43.733;38.456;821,75
04.10.2015;09:00;10:00;46.377,75;38.953,75;1.336,25
04.10.2015;10:00;11:00;48.554,75;39.506,5;202,25
04.10.2015;11:00;12:00;50.613,5;40.001,5;18,5
04.10.2015;12:00;13:00;49.559,75;37.100,75;770,5
04.10.2015;13:00;14:00;47.918;34.434,25;1.584,25
04.10.2015;14:00;15:00;46.548,75;34.184;1.165,75
04.10.2015;15:00;16:00;46.151;35.464;1.297,25
04.10.2015;16:00;17:00;46.620,75;38.376,75;1.477,5
04.10.2015;17:00;18:00;48.425,25;43.210,75;1.046,75
04.10.2015;18:00;19:00;50.731;48.349,75;121,75
04.10.2015;19:00;20:00;53.674,25;51.685,25;99
04.10.2015;20:00;21:00;52.182,75;50.098,75;158,75
04.10.2015;21:00;22:00;49.813,5;47.589,25;268,25
04.10.2015;22:00;23:00;48.446;46.205,5;343
04.10.2015;23:00;00:00;45.068;43.189,5;188,25
05.10.2015;00:00;01:00;42.190;40.473;901,25
05.10.2015;01:00;02:00;40.733,5;39.048,5;1.332,5
05.10.2015;02:00;03:00;40.398,75;38.746,25;1.436,5
05.10.2015;03:00;04:00;41.202,5;39.564,5;1.646,75
05.10.2015;04:00;05:00;42.687,25;40.708,5;1.596,5
05.10.2015;05:00;06:00;47.407,75;44.939,5;899,75
05.10.2015;06:00;07:00;57.934,5;55.104,75;367,75
05.10.2015;07:00;08:00;64.119,75;60.961;26,5
05.10.2015;08:00;09:00;65.850;60.550,25;100,25
05.10.2015;09:00;10:00;65.424,75;55.749,25;214
05.10.2015;10:00;11:00;65.838,5;52.652,25;109
05.10.2015;11:00;12:00;66.252,25;50.485,25;327,25
05.10.2015;12:00;13:00;65.020,25;47.449,25;175,5
05.10.2015;13:00;14:00;64.264,25;45.595;415
05.10.2015;14:00;15:00;63.637,5;45.811,75;526
05.10.2015;15:00;16:00;63.231,25;47.426,5;285,25
05.10.2015;16:00;17:00;62.107,75;49.960,5;215
05.10.2015;17:00;18:00;62.438,25;53.783,5;92,75
05.10.2015;18:00;19:00;63.786;56.214;48,75
05.10.2015;19:00;20:00;67.114,5;57.348,25;9,5
05.10.2015;20:00;21:00;63.714;52.486,5;228,25
